"measure","value","units","category","scenario","climset","period","strategy","value_hist","pctchange"
"Mean Annual Hydropower Generated (MW)",27374.5849,"MW","Hydropower","WW","CMIP5",2070,"Baseline",26741.1142,2.36890166678246
"Boyle Mean Spill Volume per Year",398.7803,"KAF","Hydropower","WW","CMIP5",2070,"Baseline",163.0602,144.560168575778
"Copco1 Mean Spill Volume per Year",416.2883,"KAF","Hydropower","WW","CMIP5",2070,"Baseline",186.3791,123.355676682632
"Iron Gate Mean Spill Volume per Year",783.8572,"KAF","Hydropower","WW","CMIP5",2070,"Baseline",533.8601,46.8282046176517
"Boyle Mean Spill Days per Year",230.1333,"days","Hydropower","WW","CMIP5",2070,"Baseline",105.9,117.311898016997
"Copco1 Mean Spill Days per Year",59,"days","Hydropower","WW","CMIP5",2070,"Baseline",42.8,37.8504672897196
"Iron Gate Mean Spill Days per Year",149.7667,"days","Hydropower","WW","CMIP5",2070,"Baseline",170.3333,-12.074327216111
"Freq of UKL Flood Control Release",45.9432,"Percent of Days","Flood Control","WW","CMIP5",2070,"Baseline",44.1179,4.13732294601511
"Mean Ann UKL Flood Control Release Volume",366.6051,"KAF","Flood Control","WW","CMIP5",2070,"Baseline",224.4786,63.3140530990482
"KenoReach Mean Ann Fishing Days",212.8667,"days","Recreation Fishing","WW","CMIP5",2070,"Baseline",247.6667,-14.0511421196309
"BoyleReach Mean Ann Fishing Days",125.9667,"days","Recreation Fishing","WW","CMIP5",2070,"Baseline",154.9,-18.6786959328599
"HellsCornerReach Mean Ann Fishing Days",233.5333,"days","Recreation Fishing","WW","CMIP5",2070,"Baseline",220.4333,5.94284075954041
"IGScottReach Mean Ann Fishing Days",269.2,"days","Recreation Fishing","WW","CMIP5",2070,"Baseline",274.7333,-2.01406236521019
"ScottSalmonReach Mean Ann Fishing Days",175.3667,"days","Recreation Fishing","WW","CMIP5",2070,"Baseline",183.9667,-4.67475907324532
"SalmonTrinityReach Mean Ann Fishing Days",206.2,"days","Recreation Fishing","WW","CMIP5",2070,"Baseline",213.9333,-3.61481826344941
"TrinityOceanReach Mean Ann Fishing Days",234.3,"days","Recreation Fishing","WW","CMIP5",2070,"Baseline",252.9333,-7.36688288967882
"KenoReach Mean Ann Boating Days",197.7333,"days","Recreation Boating","WW","CMIP5",2070,"Baseline",171.8,15.0950523864959
"BoyleReach Mean Ann Boating Days",61.8667,"days","Recreation Boating","WW","CMIP5",2070,"Baseline",59,4.85881355932204
"HellsCornerReach Mean Ann Boating Days",204.3333,"days","Recreation Boating","WW","CMIP5",2070,"Baseline",256,-20.1823046875
"IGScottReach Mean Ann Boating Days",269.2,"days","Recreation Boating","WW","CMIP5",2070,"Baseline",274.7333,-2.01406236521019
"ScottSalmonReach Mean Ann Boating Days",231.1,"days","Recreation Boating","WW","CMIP5",2070,"Baseline",249.2333,-7.2756329110115
"SalmonTrinityReach Mean Ann Boating Days",206.2,"days","Recreation Boating","WW","CMIP5",2070,"Baseline",213.9333,-3.61481826344941
"TrinityOceanReach Mean Ann Boating Days",234.3,"days","Recreation Boating","WW","CMIP5",2070,"Baseline",252.9333,-7.36688288967882
"Mean Project Supply (Apr-Sep)",372.4986,"KAF","Water Delivery","WW","CMIP5",2070,"Baseline",361.3104,3.09656184820586
"Mean Annual UKL Stg and Inflow",1514.5107,"KAF","Water Delivery","WW","CMIP5",2070,"Baseline",1377.9978,9.90661233276279
"Mean Annual Shasta Flow",224.3609,"cfs","Water Delivery","WW","CMIP5",2070,"Baseline",187.6871,19.5398618232153
"Mean Annual Scott Flow",859.7871,"cfs","Water Delivery","WW","CMIP5",2070,"Baseline",668.7854,28.5594900845623
"Mean Annual MWAT",79.394,"degF","Water Quality","WW","CMIP5",2070,"Baseline",75.7443,4.81844838489498
"Mean exceedence of MWAT - Poor",15.714,"degF","Water Quality","WW","CMIP5",2070,"Baseline",12.0643,30.2520660129473
"Frequency Meeting Dry Year Fish Targets Scott",76.1431,"% of Days","Ecological Resources","WW","CMIP5",2070,"Add Flow
10%",70.5029,7.99995461179612
"Frequency Meeting Dry Year Fish Targets Shasta",66.0582,"% of Days","Ecological Resources","WW","CMIP5",2070,"Add Flow
10%",56.8769,16.1424057921582
"Mean Percent of Annual Refuge Demand",16.4251,"% of Years","Ecological Resources","WW","CMIP5",2070,"Add Flow
10%",NA,NA
"Mean Annual Hydropower Generated (MW)",27374.5849,"MW","Hydropower","WW","CMIP5",2070,"Add Flow
10%",26741.1142,2.36890166678246
"Boyle Mean Spill Volume per year",398.7803,"KAF","Hydropower","WW","CMIP5",2070,"Add Flow
10%",NA,NA
"Copco1 Mean Spill Volume per year",416.2883,"KAF","Hydropower","WW","CMIP5",2070,"Add Flow
10%",NA,NA
"Iron Gate Mean Spill Volume per year",783.8572,"KAF","Hydropower","WW","CMIP5",2070,"Add Flow
10%",NA,NA
"Boyle Mean Spill Days per year",230.1333,"days","Hydropower","WW","CMIP5",2070,"Add Flow
10%",NA,NA
"Copco1 Mean Spill Days per year",59,"days","Hydropower","WW","CMIP5",2070,"Add Flow
10%",NA,NA
"IronGate Mean Spill Days per year",149.7667,"days","Hydropower","WW","CMIP5",2070,"Add Flow
10%",NA,NA
"Freq of UKL Flood Control Release",45.9432,"Percent of Days","Flood Control","WW","CMIP5",2070,"Add Flow
10%",44.1179,4.13732294601511
"Mean Ann UKL Flood Control Release Volume",366.6051,"KAF","Flood Control","WW","CMIP5",2070,"Add Flow
10%",224.4786,63.3140530990482
"KenoReach Mean Ann Fishing Days",212.8667,"days","Recreation Fishing","WW","CMIP5",2070,"Add Flow
10%",247.6667,-14.0511421196309
"BoyleReach Mean Ann Fishing Days",125.9667,"days","Recreation Fishing","WW","CMIP5",2070,"Add Flow
10%",154.9,-18.6786959328599
"HellsCornerReach Mean Ann Fishing Days",233.5333,"days","Recreation Fishing","WW","CMIP5",2070,"Add Flow
10%",220.4333,5.94284075954041
"IGScottReach Mean Ann Fishing Days",269.2,"days","Recreation Fishing","WW","CMIP5",2070,"Add Flow
10%",274.7333,-2.01406236521019
"ScottSalmonReach Mean Ann Fishing Days",175.3667,"days","Recreation Fishing","WW","CMIP5",2070,"Add Flow
10%",183.9667,-4.67475907324532
"SalmonTrinityReach Mean Ann Fishing Days",206.2,"days","Recreation Fishing","WW","CMIP5",2070,"Add Flow
10%",213.9333,-3.61481826344941
"TrinityOceanReach Mean Ann Fishing Days",234.3,"days","Recreation Fishing","WW","CMIP5",2070,"Add Flow
10%",252.9333,-7.36688288967882
"KenoReach Mean Ann Boating Days",197.7333,"days","Recreation Boating","WW","CMIP5",2070,"Add Flow
10%",171.8,15.0950523864959
"BoyleReach Mean Ann Boating Days",61.8667,"days","Recreation Boating","WW","CMIP5",2070,"Add Flow
10%",59,4.85881355932204
"HellsCornerReach Mean Ann Boating Days",204.3333,"days","Recreation Boating","WW","CMIP5",2070,"Add Flow
10%",256,-20.1823046875
"IGScottReach Mean Ann Boating Days",269.2,"days","Recreation Boating","WW","CMIP5",2070,"Add Flow
10%",274.7333,-2.01406236521019
"ScottSalmonReach Mean Ann Boating Days",231.1,"days","Recreation Boating","WW","CMIP5",2070,"Add Flow
10%",249.2333,-7.2756329110115
"SalmonTrinityReach Mean Ann Boating Days",206.2,"days","Recreation Boating","WW","CMIP5",2070,"Add Flow
10%",213.9333,-3.61481826344941
"TrinityOceanReach Mean Ann Boating Days",234.3,"days","Recreation Boating","WW","CMIP5",2070,"Add Flow
10%",252.9333,-7.36688288967882
"Mean Percent Full Supply (Apr-Sep)",95.5125,"%","Water Delivery","WW","CMIP5",2070,"Add Flow
10%",NA,NA
"Mean Annual UKL Stg and Inflow",1514.5107,"KAF","Water Delivery","WW","CMIP5",2070,"Add Flow
10%",1377.9978,9.90661233276279
"Mean Annual Shasta Flow",224.3609,"cfs","Water Delivery","WW","CMIP5",2070,"Add Flow
10%",187.6871,19.5398618232153
"Mean Annual Scott Flow",859.7871,"cfs","Water Delivery","WW","CMIP5",2070,"Add Flow
10%",668.7854,28.5594900845623
"Mean Annual MWAT",79.0271,"degF","Water Quality","WW","CMIP5",2070,"Add Flow
10%",75.7443,4.33405549988581
"Mean exceedence of MWAT - Poor",15.3471,"degF","Water Quality","WW","CMIP5",2070,"Add Flow
10%",12.0643,27.2108617988611
"Frequency Meeting Dry Year Fish Targets Scott",76.1431,"% of Days","Ecological Resources","WW","CMIP5",2070,"Add Flow
20%",70.5029,7.99995461179612
"Frequency Meeting Dry Year Fish Targets Shasta",66.0582,"% of Days","Ecological Resources","WW","CMIP5",2070,"Add Flow
20%",56.8769,16.1424057921582
"Mean Percent of Annual Refuge Demand",16.4251,"% of Years","Ecological Resources","WW","CMIP5",2070,"Add Flow
20%",NA,NA
"Mean Annual Hydropower Generated (MW)",27374.5849,"MW","Hydropower","WW","CMIP5",2070,"Add Flow
20%",26741.1142,2.36890166678246
"Boyle Mean Spill Volume per year",398.7803,"KAF","Hydropower","WW","CMIP5",2070,"Add Flow
20%",NA,NA
"Copco1 Mean Spill Volume per year",416.2883,"KAF","Hydropower","WW","CMIP5",2070,"Add Flow
20%",NA,NA
"Iron Gate Mean Spill Volume per year",783.8572,"KAF","Hydropower","WW","CMIP5",2070,"Add Flow
20%",NA,NA
"Boyle Mean Spill Days per year",230.1333,"days","Hydropower","WW","CMIP5",2070,"Add Flow
20%",NA,NA
"Copco1 Mean Spill Days per year",59,"days","Hydropower","WW","CMIP5",2070,"Add Flow
20%",NA,NA
"IronGate Mean Spill Days per year",149.7667,"days","Hydropower","WW","CMIP5",2070,"Add Flow
20%",NA,NA
"Freq of UKL Flood Control Release",45.9432,"Percent of Days","Flood Control","WW","CMIP5",2070,"Add Flow
20%",44.1179,4.13732294601511
"Mean Ann UKL Flood Control Release Volume",366.6051,"KAF","Flood Control","WW","CMIP5",2070,"Add Flow
20%",224.4786,63.3140530990482
"KenoReach Mean Ann Fishing Days",212.8667,"days","Recreation Fishing","WW","CMIP5",2070,"Add Flow
20%",247.6667,-14.0511421196309
"BoyleReach Mean Ann Fishing Days",125.9667,"days","Recreation Fishing","WW","CMIP5",2070,"Add Flow
20%",154.9,-18.6786959328599
"HellsCornerReach Mean Ann Fishing Days",233.5333,"days","Recreation Fishing","WW","CMIP5",2070,"Add Flow
20%",220.4333,5.94284075954041
"IGScottReach Mean Ann Fishing Days",269.2,"days","Recreation Fishing","WW","CMIP5",2070,"Add Flow
20%",274.7333,-2.01406236521019
"ScottSalmonReach Mean Ann Fishing Days",175.3667,"days","Recreation Fishing","WW","CMIP5",2070,"Add Flow
20%",183.9667,-4.67475907324532
"SalmonTrinityReach Mean Ann Fishing Days",206.2,"days","Recreation Fishing","WW","CMIP5",2070,"Add Flow
20%",213.9333,-3.61481826344941
"TrinityOceanReach Mean Ann Fishing Days",234.3,"days","Recreation Fishing","WW","CMIP5",2070,"Add Flow
20%",252.9333,-7.36688288967882
"KenoReach Mean Ann Boating Days",197.7333,"days","Recreation Boating","WW","CMIP5",2070,"Add Flow
20%",171.8,15.0950523864959
"BoyleReach Mean Ann Boating Days",61.8667,"days","Recreation Boating","WW","CMIP5",2070,"Add Flow
20%",59,4.85881355932204
"HellsCornerReach Mean Ann Boating Days",204.3333,"days","Recreation Boating","WW","CMIP5",2070,"Add Flow
20%",256,-20.1823046875
"IGScottReach Mean Ann Boating Days",269.2,"days","Recreation Boating","WW","CMIP5",2070,"Add Flow
20%",274.7333,-2.01406236521019
"ScottSalmonReach Mean Ann Boating Days",231.1,"days","Recreation Boating","WW","CMIP5",2070,"Add Flow
20%",249.2333,-7.2756329110115
"SalmonTrinityReach Mean Ann Boating Days",206.2,"days","Recreation Boating","WW","CMIP5",2070,"Add Flow
20%",213.9333,-3.61481826344941
"TrinityOceanReach Mean Ann Boating Days",234.3,"days","Recreation Boating","WW","CMIP5",2070,"Add Flow
20%",252.9333,-7.36688288967882
"Mean Percent Full Supply (Apr-Sep)",95.5125,"%","Water Delivery","WW","CMIP5",2070,"Add Flow
20%",NA,NA
"Mean Annual UKL Stg and Inflow",1514.5107,"KAF","Water Delivery","WW","CMIP5",2070,"Add Flow
20%",1377.9978,9.90661233276279
"Mean Annual Shasta Flow",224.3609,"cfs","Water Delivery","WW","CMIP5",2070,"Add Flow
20%",187.6871,19.5398618232153
"Mean Annual Scott Flow",859.7871,"cfs","Water Delivery","WW","CMIP5",2070,"Add Flow
20%",668.7854,28.5594900845623
"Mean Annual MWAT",78.7289,"degF","Water Quality","WW","CMIP5",2070,"Add Flow
20%",75.7443,3.9403625091261
"Mean exceedence of MWAT - Poor",15.0489,"degF","Water Quality","WW","CMIP5",2070,"Add Flow
20%",12.0643,24.7391062888025
"Frequency Meeting Dry Year Fish Targets Scott",76.1431,"% of Days","Ecological Resources","WW","CMIP5",2070,"Reduce Tribs
4degC",70.5029,7.99995461179612
"Frequency Meeting Dry Year Fish Targets Shasta",66.0582,"% of Days","Ecological Resources","WW","CMIP5",2070,"Reduce Tribs
4degC",56.8769,16.1424057921582
"Mean Percent of Annual Refuge Demand",16.4251,"% of Years","Ecological Resources","WW","CMIP5",2070,"Reduce Tribs
4degC",NA,NA
"Mean Annual Hydropower Generated (MW)",27374.5849,"MW","Hydropower","WW","CMIP5",2070,"Reduce Tribs
4degC",26741.1142,2.36890166678246
"Boyle Mean Spill Volume per year",398.7803,"KAF","Hydropower","WW","CMIP5",2070,"Reduce Tribs
4degC",NA,NA
"Copco1 Mean Spill Volume per year",416.2883,"KAF","Hydropower","WW","CMIP5",2070,"Reduce Tribs
4degC",NA,NA
"Iron Gate Mean Spill Volume per year",783.8572,"KAF","Hydropower","WW","CMIP5",2070,"Reduce Tribs
4degC",NA,NA
"Boyle Mean Spill Days per year",230.1333,"days","Hydropower","WW","CMIP5",2070,"Reduce Tribs
4degC",NA,NA
"Copco1 Mean Spill Days per year",59,"days","Hydropower","WW","CMIP5",2070,"Reduce Tribs
4degC",NA,NA
"IronGate Mean Spill Days per year",149.7667,"days","Hydropower","WW","CMIP5",2070,"Reduce Tribs
4degC",NA,NA
"Freq of UKL Flood Control Release",45.9432,"Percent of Days","Flood Control","WW","CMIP5",2070,"Reduce Tribs
4degC",44.1179,4.13732294601511
"Mean Ann UKL Flood Control Release Volume",366.6051,"KAF","Flood Control","WW","CMIP5",2070,"Reduce Tribs
4degC",224.4786,63.3140530990482
"KenoReach Mean Ann Fishing Days",212.8667,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce Tribs
4degC",247.6667,-14.0511421196309
"BoyleReach Mean Ann Fishing Days",125.9667,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce Tribs
4degC",154.9,-18.6786959328599
"HellsCornerReach Mean Ann Fishing Days",233.5333,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce Tribs
4degC",220.4333,5.94284075954041
"IGScottReach Mean Ann Fishing Days",269.2,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce Tribs
4degC",274.7333,-2.01406236521019
"ScottSalmonReach Mean Ann Fishing Days",175.3667,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce Tribs
4degC",183.9667,-4.67475907324532
"SalmonTrinityReach Mean Ann Fishing Days",206.2,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce Tribs
4degC",213.9333,-3.61481826344941
"TrinityOceanReach Mean Ann Fishing Days",234.3,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce Tribs
4degC",252.9333,-7.36688288967882
"KenoReach Mean Ann Boating Days",197.7333,"days","Recreation Boating","WW","CMIP5",2070,"Reduce Tribs
4degC",171.8,15.0950523864959
"BoyleReach Mean Ann Boating Days",61.8667,"days","Recreation Boating","WW","CMIP5",2070,"Reduce Tribs
4degC",59,4.85881355932204
"HellsCornerReach Mean Ann Boating Days",204.3333,"days","Recreation Boating","WW","CMIP5",2070,"Reduce Tribs
4degC",256,-20.1823046875
"IGScottReach Mean Ann Boating Days",269.2,"days","Recreation Boating","WW","CMIP5",2070,"Reduce Tribs
4degC",274.7333,-2.01406236521019
"ScottSalmonReach Mean Ann Boating Days",231.1,"days","Recreation Boating","WW","CMIP5",2070,"Reduce Tribs
4degC",249.2333,-7.2756329110115
"SalmonTrinityReach Mean Ann Boating Days",206.2,"days","Recreation Boating","WW","CMIP5",2070,"Reduce Tribs
4degC",213.9333,-3.61481826344941
"TrinityOceanReach Mean Ann Boating Days",234.3,"days","Recreation Boating","WW","CMIP5",2070,"Reduce Tribs
4degC",252.9333,-7.36688288967882
"Mean Percent Full Supply (Apr-Sep)",95.5125,"%","Water Delivery","WW","CMIP5",2070,"Reduce Tribs
4degC",NA,NA
"Mean Annual UKL Stg and Inflow",1514.5107,"KAF","Water Delivery","WW","CMIP5",2070,"Reduce Tribs
4degC",1377.9978,9.90661233276279
"Mean Annual Shasta Flow",224.3609,"cfs","Water Delivery","WW","CMIP5",2070,"Reduce Tribs
4degC",187.6871,19.5398618232153
"Mean Annual Scott Flow",859.7871,"cfs","Water Delivery","WW","CMIP5",2070,"Reduce Tribs
4degC",668.7854,28.5594900845623
"Mean Annual MWAT",75.8626,"degF","Water Quality","WW","CMIP5",2070,"Reduce Tribs
4degC",75.7443,0.156183369573691
"Mean exceedence of MWAT - Poor",12.1826,"degF","Water Quality","WW","CMIP5",2070,"Reduce Tribs
4degC",12.0643,0.980579063849551
"Frequency Meeting Dry Year Fish Targets Scott",76.1431,"% of Days","Ecological Resources","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",70.5029,7.99995461179612
"Frequency Meeting Dry Year Fish Targets Shasta",66.0582,"% of Days","Ecological Resources","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",56.8769,16.1424057921582
"Mean Percent of Annual Refuge Demand",16.4251,"% of Years","Ecological Resources","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Mean Annual Hydropower Generated (MW)",27374.5849,"MW","Hydropower","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",26741.1142,2.36890166678246
"Boyle Mean Spill Volume per year",398.7803,"KAF","Hydropower","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Copco1 Mean Spill Volume per year",416.2883,"KAF","Hydropower","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Iron Gate Mean Spill Volume per year",783.8572,"KAF","Hydropower","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Boyle Mean Spill Days per year",230.1333,"days","Hydropower","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Copco1 Mean Spill Days per year",59,"days","Hydropower","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",NA,NA
"IronGate Mean Spill Days per year",149.7667,"days","Hydropower","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Freq of UKL Flood Control Release",45.9432,"Percent of Days","Flood Control","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",44.1179,4.13732294601511
"Mean Ann UKL Flood Control Release Volume",366.6051,"KAF","Flood Control","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",224.4786,63.3140530990482
"KenoReach Mean Ann Fishing Days",212.8667,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",247.6667,-14.0511421196309
"BoyleReach Mean Ann Fishing Days",125.9667,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",154.9,-18.6786959328599
"HellsCornerReach Mean Ann Fishing Days",233.5333,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",220.4333,5.94284075954041
"IGScottReach Mean Ann Fishing Days",269.2,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",274.7333,-2.01406236521019
"ScottSalmonReach Mean Ann Fishing Days",175.3667,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",183.9667,-4.67475907324532
"SalmonTrinityReach Mean Ann Fishing Days",206.2,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",213.9333,-3.61481826344941
"TrinityOceanReach Mean Ann Fishing Days",234.3,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",252.9333,-7.36688288967882
"KenoReach Mean Ann Boating Days",197.7333,"days","Recreation Boating","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",171.8,15.0950523864959
"BoyleReach Mean Ann Boating Days",61.8667,"days","Recreation Boating","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",59,4.85881355932204
"HellsCornerReach Mean Ann Boating Days",204.3333,"days","Recreation Boating","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",256,-20.1823046875
"IGScottReach Mean Ann Boating Days",269.2,"days","Recreation Boating","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",274.7333,-2.01406236521019
"ScottSalmonReach Mean Ann Boating Days",231.1,"days","Recreation Boating","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",249.2333,-7.2756329110115
"SalmonTrinityReach Mean Ann Boating Days",206.2,"days","Recreation Boating","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",213.9333,-3.61481826344941
"TrinityOceanReach Mean Ann Boating Days",234.3,"days","Recreation Boating","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",252.9333,-7.36688288967882
"Mean Percent Full Supply (Apr-Sep)",95.5125,"%","Water Delivery","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Mean Annual UKL Stg and Inflow",1514.5107,"KAF","Water Delivery","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",1377.9978,9.90661233276279
"Mean Annual Shasta Flow",224.3609,"cfs","Water Delivery","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",187.6871,19.5398618232153
"Mean Annual Scott Flow",859.7871,"cfs","Water Delivery","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",668.7854,28.5594900845623
"Mean Annual MWAT",76.3649,"degF","Water Quality","WW","CMIP5",2070,"Reduce Dam
Outflow
4degC",75.7443,0.819335580367117
